Unique ID;Player;Club;Best Pos;Age;Transfer Value;Preferred Foot;Appearances;Minutes;Goals;xG;Shots;ShT;Conv %;Goals per 90 minutes;xG/90;Drb/90
37024265;Steven Berghuis;Ajax;AM (C);34;€400K - €1.2M;Left-Footed;22 (8);2101;4;7.14;54;22;7%;0.2;0.3;3.8
67196204;Carlos Soler;Real San Sebastián;M (C);29;€29M;Right-Footed;10 (23);1436;4;1.17;15;6;27%;0.3;0.1;0.1
13182752;Chidera Ejuke;Sevilla;AM (L);28;€5.2M - €7.8M;Right-Footed Only;15 (7);1292;3;3.24;28;10;11%;0.2;0.2;4.5
27100968;Rasmus Kristensen;Eintracht Frankfurt;D (R);28;€16.5M - €25M;Right-Footed;38;3170;0;1.76;20;2;0%;0.0;0.0;0.7
91108805;Robert Andrich;Bayer 04 Leverkusen;DM;31;Not for Sale;Right-Footed;41;3369;0;2.17;21;4;0%;0.0;0.1;0.1
48034615;Nordi Mukiele;Sunderland;D (C);28;€33M - €41M;Right-Footed;32 (4);2993;0;0.89;11;2;0%;0.0;0.0;0.2
51067947;Santiago Giménez;Casciavit;ST (C);25;€20M - €25M;Left-Footed;12 (32);1973;13;11.59;104;53;13%;0.6;0.5;0.5
28121568;Anthony Elanga;Newcastle;AM (R);24;€24M - €35M;Right-Footed;21 (17);2151;7;6.46;65;22;11%;0.3;0.3;4.4
744539;João Moutinho;BRG;DM;39;€400K - €3.9M;Right-Footed;33 (1);2729;0;1.98;14;2;0%;0.0;0.1;0.1
91206164;Malick Thiaw;Newcastle;D (C);24;€40M - €60M;Right-Footed;51;4401;0;1.82;14;3;0%;0.0;0.0;0.1
28068727;Ruben Loftus-Cheek;Casciavit;M (C);30;€7M - €8.8M;Right-Footed;4 (13);560;0;1.35;5;3;0%;0.0;0.2;0.0
2000045698;Oussama Targhalline;Feyenoord;DM;24;€24M - €36M;Right-Footed;40;3149;3;2.72;26;9;12%;0.1;0.1;0.2
67269484;Samuel Chukwueze;Fulham;AM (R);27;€5.4M - €8.2M;Left-Footed;4 (20);862;1;1.43;11;4;9%;0.1;0.1;4.0
62137429;Mihailo Ristić;Vigo;WB (L);30;€9.8M - €11.5M;Left-Footed Only;12 (17);1401;0;0.21;2;0;0%;0.0;0.0;2.9
98040226;Noah Okafor;Leeds;AM (L);26;€24M - €37M;Right-Footed;7 (18);908;4;5.03;31;12;13%;0.4;0.5;2.1
18104985;Edon Zhegrova;Juventus;AM (R);27;€19.5M - €23M;Left-Footed;1 (9);235;1;0.6;9;3;11%;0.4;0.2;4.2
85079680;Aïssa Mandi;LOSC;D (C);34;€0;Right-Footed;5 (3);458;0;0;0;0;0%;0.0;0.0;1.0
67201783;Emiliano Buendía;Aston Villa;AM (C);29;€21M - €26M;Right-Footed;5 (35);1094;3;4.8;38;18;8%;0.2;0.4;2.1
37065567;Crysencio Summerville;West Ham;AM (L);24;€40M - €49M;Right-Footed;37 (2);2837;4;4.59;41;16;10%;0.1;0.1;3.4
29086005;Will Hughes;Crystal Palace;DM;31;€13M - €15.5M;Left-Footed;22 (24);2245;1;1.42;8;3;13%;0.0;0.1;0.0
67222900;Júnior Firpo;Real Hispalis;WB (L);29;€13M - €20M;Left-Footed;21 (9);1954;0;0.27;4;0;0%;0.0;0.0;1.3
85033422;Geoffrey Kondogbia;Olympique de Marseille;DM;33;€1.5M;Left-Footed Only;16 (25);1930;1;1.85;14;4;7%;0.0;0.1;0.0
37026994;Wout Weghorst;Ajax;ST (C);33;€210K - €2.1M;Right-Footed;8 (18);1095;5;7.7;75;40;7%;0.4;0.6;0.4
67173048;Borja Iglesias;Vigo;ST (C);33;€1.2M - €10M;Right-Footed;36 (5);2754;12;6.66;69;34;17%;0.4;0.2;0.4
67174729;Adama Traoré;West Ham;AM (R);30;€8M - €9.8M;Right-Footed;6 (23);848;1;3.03;14;2;7%;0.1;0.3;4.7
91107360;Niklas Süle;Borussia Dortmund;D (C);30;€6.6M - €10M;Right-Footed;11 (5);938;0;0.1;1;1;0%;0.0;0.0;0.0
2000018781;Simon Adingra;AS Monaco;AM (L);24;€39M - €46M;Right-Footed;0 (4);43;1;0.42;3;2;33%;0.0;0.0;0.0
91208050;Kevin Schade;Brentford;AM (L);24;€53M - €80M;Right-Footed;34;2514;9;6.26;51;21;18%;0.3;0.2;3.9
45116977;Kaishu Sano;1. FSV Mainz 05;DM;25;€27M - €32M;Right-Footed;50 (1);4163;3;4.49;25;8;12%;0.1;0.1;0.2
67224142;Santi Comesaña;Villarreal;M (C);29;€41M - €61M;Right-Footed;41;3442;1;1.16;17;4;6%;0.0;0.0;0.2
2000031901;Kevin;Fulham;AM (L);23;€68M - €82M;Right-Footed Only;10 (13);1174;0;2.72;28;7;0%;0.0;0.2;4.3
70099201;Altay Bayındır;Man Utd;GK;28;€5.6M - €10M;Right-Footed;5;480;0;0;0;0;0%;0.0;0.0;0.0
86047272;Yangel Herrera;Real San Sebastián;M (C);28;€24M;Right-Footed;26 (4);2117;1;1.12;13;6;8%;0.0;0.0;0.0
28058224;Ross Barkley;Aston Villa;M (C);32;€8.2M;Right-Footed;2 (7);210;0;0.29;3;1;0%;0.0;0.1;0.0
2000083915;Wesley;AS Roma;WB (R);22;€49M - €61M;Right-Footed;41;3509;1;0.62;6;2;17%;0.0;0.0;3.3
93127195;Odilon Kossounou;Bergamo;D (C);25;€18M - €23M;Right-Footed;8 (5);956;1;0.94;7;3;14%;0.1;0.1;0.5
43093395;Alessio Romagnoli;Celesti;D (C);31;Not for Sale;Left-Footed;30;2464;0;0.81;15;1;0%;0.0;0.0;0.1
2000311833;Yan Diomandé;RB Leipzig;AM (L);19;€97M - €116M;Right-Footed;35;2230;10;4.65;47;23;21%;0.4;0.2;3.8
89040516;Ethan Pinnock;Brentford;D (C);33;€9M - €13.5M;Left-Footed Only;29;2451;0;0.91;10;2;0%;0.0;0.0;0.0
63029353;Dávid Hancko;A. Madrid;D (L);28;€37M - €44M;Left-Footed;27 (9);2474;0;0.49;3;1;0%;0.0;0.0;0.6
49048357;Lucas Chevalier;Paris SG;GK;24;€80M - €95M;Right-Footed;48;4258;0;0;0;0;0%;0.0;0.0;0.0
13231887;Mostafa Mohamed;FC Nantes;ST (C);28;€800K - €5M;Right-Footed;31;2717;16;8.83;75;36;21%;0.5;0.3;0.9
48042432;Timothy Weah;Olympique de Marseille;AM (R);26;€12.5M - €19M;Right-Footed;44;3128;0;0.34;3;0;0%;0.0;0.0;3.0
67276071;Miguel Gutiérrez;Parthenope;WB (L);24;€18.5M - €23M;Left-Footed;30 (6);2578;1;0.3;5;2;20%;0.0;0.0;3.2
2000008568;Williot Swedberg;Vigo;AM (C);22;€55M - €82M;Right-Footed;34 (4);2532;4;5.49;49;18;8%;0.1;0.2;1.1
13112706;Bertrand Traoré;Sunderland;AM (R);30;€0;Left-Footed;0 (30);919;2;2.53;20;10;10%;0.2;0.2;5.0
45102427;Taiyo Koga;PSV;D (C);27;€12M - €15M;Right-Footed;1 (1);106;0;0;0;0;0%;0.0;0.0;0.0
25041687;Tomáš Souček;West Ham;DM;31;€1.1M - €5.6M;Right-Footed;39;3279;0;2.42;21;2;0%;0.0;0.1;0.1
2000023588;Michael Kayode;Brentford;D (R);21;€49M - €73M;Right-Footed;28 (1);2502;1;0.61;12;4;8%;0.0;0.0;1.0
2000028320;Alberto Moleiro;Villarreal;AM (L);22;€58M - €88M;Right-Footed;41 (1);3267;6;7;80;25;8%;0.2;0.2;2.8
19409389;Thiago;Brentford;ST (C);24;€61M - €72M;Right-Footed;38;3072;21;16.05;138;57;15%;0.6;0.5;0.7
37074900;Sepp van den Berg;Brentford;D (C);24;€33M - €50M;Right-Footed;9 (8);1044;2;0.41;4;2;50%;0.2;0.0;0.2
28115798;Fisayo Dele-Bashiru;Celesti;AM (C);25;€8.4M - €12.5M;Right-Footed;2 (8);250;0;0.57;5;2;0%;0.0;0.2;0.0
28090452;Ola Aina;Nott'm Forest;WB (R);29;€33M - €49M;Right-Footed;42;3546;0;0.17;3;1;0%;0.0;0.0;2.9
28100207;Harvey Barnes;Newcastle;AM (L);28;€17.5M - €22M;Right-Footed;5 (25);887;4;3.22;26;10;15%;0.4;0.3;3.7
18083491;Leon Bailey;Aston Villa;AM (R);28;€13M;Left-Footed;0 (18);417;2;1.33;14;5;14%;0.4;0.3;3.2
71104595;Vitaliy Mykolenko;Everton;D (L);27;€27M - €33M;Left-Footed;36;3223;1;1.14;12;3;8%;0.0;0.0;0.6
83320124;Mateus Fernandes;West Ham;M (C);21;€37M - €55M;Right-Footed;24 (6);2128;4;4.6;37;13;11%;0.2;0.2;1.6
67202350;Dani Ceballos;R. Madrid;M (C);29;€3.9M;Right-Footed;5 (43);1525;2;1.57;23;14;9%;0.1;0.1;0.0
12038706;Ramy Bensebaini;Borussia Dortmund;D (L);31;€13.5M - €20M;Left-Footed;25 (5);2374;1;2.17;17;3;6%;0.0;0.1;0.5
67153373;Álex Moreno;Girona;WB (L);32;€11.5M - €13.5M;Left-Footed;33;2883;0;1.08;9;0;0%;0.0;0.0;1.2
53167062;Akor Adams;Sevilla;ST (C);26;€24M - €36M;Right-Footed;17 (15);1599;12;7.67;70;39;17%;0.7;0.4;0.5
19380090;Rômulo;RB Leipzig;ST (C);24;€19.5M - €29M;Right-Footed;18 (5);1466;3;7.7;70;24;4%;0.2;0.5;0.9
92103754;Jamie Leweling;VfB Stuttgart;AM (R);25;€32M - €47M;Right-Footed;38;3064;10;8.78;75;32;13%;0.3;0.3;3.5
43298002;Marco Carnesecchi;Bergamo;GK;25;€19.5M - €29M;Right-Footed Only;49;4410;0;0;0;0;0%;0.0;0.0;0.0
85027976;Alphonse Areola;West Ham;GK;33;€450K - €4.6M;Right-Footed;22;1936;0;0;0;0;0%;0.0;0.0;0.0
62201068;Ivan Ilić;Torino;M (C);25;€5.6M;Left-Footed;25 (3);1785;0;1.09;11;6;0%;0.0;0.1;0.1
57142187;Dennis Man;PSV;AM (R);27;€5.8M - €7.2M;Left-Footed;0 (15);438;4;3.22;28;10;14%;0.8;0.7;4.1
50065334;Boulaye Dia;Celesti;AM (C);29;€7.8M - €11.5M;Right-Footed;25;1974;9;6.9;64;35;14%;0.4;0.3;0.7
2000283271;Ethan Nwaneri;Olympique de Marseille;AM (R);19;€30M - €38M;Left-Footed;20 (10);1649;10;6.85;57;33;18%;0.5;0.4;1.8
28126249;James McAtee;Nott'm Forest;AM (R);23;€54M - €64M;Left-Footed;49 (1);3626;7;6.43;57;23;12%;0.2;0.2;2.2
98007212;Fabian Schär;Newcastle;D (C);34;€24K - €6M;Right-Footed;4 (1);335;0;0.25;3;0;0%;0.0;0.1;0.3
28112986;Callum Hudson-Odoi;Nott'm Forest;AM (L);25;€38M - €57M;Right-Footed;1 (30);899;2;2.02;16;3;13%;0.2;0.2;1.3
37060896;Joey Veerman;PSV;M (C);27;€27M - €40M;Right-Footed;45;3715;5;5.21;44;19;11%;0.1;0.1;0.0
30035411;Hamari Traoré;Paris FC;D (R);34;€325K - €3.3M;Right-Footed;29;2576;0;0.6;14;2;0%;0.0;0.0;1.2
25055083;Ladislav Krejčí;Wolves;D (C);27;€18.5M - €23M;Left-Footed;41 (2);3534;2;0.75;13;3;15%;0.1;0.0;0.0
67183918;Álex Remiro;Real San Sebastián;GK;31;Not for Sale;Right-Footed;34;3060;0;0;0;0;0%;0.0;0.0;0.0
45109024;Hiroki Ito;Spurs;D (L);27;€13.5M;Left-Footed;9 (7);867;0;0.32;2;0;0%;0.0;0.0;0.9
67199408;Álvaro Odriozola;Real San Sebastián;D (R);30;€12M - €17.5M;Right-Footed;2 (7);385;0;0.16;4;0;0%;0.0;0.0;2.1
67117360;Álvaro Morata;Como;ST (C);33;€6.6M - €10M;Right-Footed;3 (17);418;3;1.72;16;8;19%;0.6;0.4;0.4
16191724;Nicolas Seiwald;RB Leipzig;DM;25;€21M - €32M;Right-Footed;26 (5);2447;0;0.74;14;7;0%;0.0;0.0;0.0
48032198;Evan N'Dicka;AS Roma;D (C);26;€42M - €63M;Left-Footed;40;3517;2;2.83;26;5;8%;0.1;0.1;0.1
24058106;Josip Šutalo;Ajax;D (C);26;€1.1M - €9.6M;Right-Footed;6 (5);643;0;0.16;1;0;0%;0.0;0.0;0.0
78000806;Cristhian Stuani;Girona;ST (C);39;€0 - €10K;Right-Footed;13 (11);1056;6;4.04;35;24;17%;0.5;0.3;0.9
76014012;Duván Zapata;Torino;ST (C);35;€120K - €1.2M;Right-Footed;4 (31);959;7;7.15;47;22;15%;0.7;0.7;0.3
28109888;Angel Gomes;Wolves;M (C);25;€13.5M - €20M;Right-Footed;15 (12);1263;2;2.18;17;7;12%;0.1;0.2;0.2
43266774;Matteo Gabbia;Casciavit;D (C);26;€30M - €45M;Right-Footed;17;1409;1;0.67;6;1;17%;0.1;0.0;0.0
24039948;Nikola Vlašić;Torino;AM (C);28;€8.8M - €13M;Right-Footed;37;2689;4;6.11;57;25;7%;0.1;0.2;3.1
18107436;Senne Lammens;Man Utd;GK;23;€41M - €58M;Right-Footed;37;3330;0;0;0;0;0%;0.0;0.0;0.0
28111079;Calvin Bassey;Fulham;D (C);26;€33M - €42M;Left-Footed Only;36;3270;3;2.04;22;6;14%;0.1;0.1;0.1
98034373;Djibril Sow;Sevilla;DM;29;€10M - €12M;Right-Footed;9 (15);1005;1;1.4;11;4;9%;0.1;0.1;0.0
13174979;Yves Bissouma;Spurs;DM;29;€15M;Right-Footed;7 (31);1394;0;0.1;4;1;0%;0.0;0.0;0.5
48037362;Moussa Niakhaté;OL;D (C);30;€8.4M - €12.5M;Left-Footed;38;3375;1;1.99;21;5;5%;0.0;0.1;0.0
2000090622;Santiago Mouriño;Villarreal;D (R);24;€29M - €43M;Right-Footed;24 (3);2073;1;2.35;13;2;8%;0.0;0.1;0.2
45109175;Yasuto Wakizaka;Brighton;AM (C);30;€12M;Right-Footed;4 (2);364;0;2.16;15;7;0%;0.0;0.5;1.2
2000202295;Victor Froholdt;FC Porto;DM;20;€68M - €85M;Right-Footed;46;4021;9;6.65;65;24;14%;0.2;0.1;0.0
83320135;António Silva;Benfica;D (C);22;€119M - €148M;Right-Footed;44 (2);4075;1;2.33;21;5;5%;0.0;0.1;0.0
48043484;Pape Guèye;Villarreal;DM;27;€39M - €59M;Left-Footed;10 (16);1157;0;0.15;3;0;0%;0.0;0.0;0.1
43295110;Raoul Bellanova;Bergamo;M (R);26;€23M - €34M;Right-Footed;47 (2);4131;0;1.11;8;1;0%;0.0;0.0;3.3
2000048260;Alberto Costa;FC Porto;D (R);22;€43M - €65M;Right-Footed;41;3287;2;3.83;36;7;6%;0.1;0.1;1.3
43161669;Michele Di Gregorio;Juventus;GK;28;€17.5M - €21M;Right-Footed;48;4305;0;0;0;0;0%;0.0;0.0;0.0
43426126;Nicola Zalewski;Bergamo;M (L);24;€13M - €19.5M;Right-Footed;36 (12);3160;0;0.79;4;1;0%;0.0;0.0;3.4
75037990;Gabriel Suazo;Sevilla;D (L);28;€9.8M - €15M;Left-Footed;33 (1);2899;0;0.28;3;0;0%;0.0;0.0;2.0
20046423;Brenden Aaronson;Leeds;AM (L);25;€5.2M;Right-Footed;13 (10);1454;2;1.93;11;4;18%;0.1;0.1;0.6
91207281;Maximilian Beier;Borussia Dortmund;ST (C);23;€64M - €76M;Right-Footed;29 (12);2806;8;11.28;81;50;10%;0.3;0.4;1.6
37018393;Davy Klaassen;Ajax;M (C);33;€950K - €2.1M;Right-Footed;24;1655;0;2;15;4;0%;0.0;0.1;0.0
16195163;Marco Grüll;SV Werder Bremen;AM (L);27;€8.4M - €10.5M;Right-Footed;33;2705;3;6.59;49;15;6%;0.1;0.2;3.6
62215974;Jaka Bijol;Leeds;D (C);27;€39M - €59M;Right-Footed;32;2834;0;0.85;13;2;0%;0.0;0.0;0.0
27097478;Joakim Mæhle;VfL Wolfsburg;WB (R);29;€7.8M - €11.5M;Right-Footed;34;3010;0;0.41;5;0;0%;0.0;0.0;0.9
29189400;Brennan Johnson;Crystal Palace;AM (C);25;€25M - €38M;Right-Footed;0 (31);529;3;1.81;16;6;19%;0.5;0.3;0.2
84151691;Simon Sohm;Bologna;DM;25;€5.6M - €7M;Right-Footed;1 (38);882;0;2.11;24;4;0%;0.0;0.2;0.2
53122155;Leo Østigård;Genoa;D (C);26;€7.4M - €9.4M;Right-Footed;31;2760;0;0.28;8;1;0%;0.0;0.0;0.0
29074544;Tyrone Mings;Aston Villa;D (C);33;€4.4M - €6.6M;Left-Footed Only;2 (3);221;0;0.1;1;0;0%;0.0;0.0;0.0
2000053930;José Ángel Carmona;Sevilla;D (R);24;€39M - €58M;Right-Footed;38;3390;1;3.21;31;3;3%;0.0;0.1;0.2
37041773;Robin Gosens;Fiorentina;WB (L);31;Not for Sale;Left-Footed;39 (1);3223;2;0.66;8;2;25%;0.1;0.0;2.4
2000304487;Christantus Uche;Crystal Palace;ST (C);23;€15M - €19M;Right-Footed;38 (19);3657;11;9.88;106;46;10%;0.3;0.2;1.1
35017438;Mario Götze;Eintracht Frankfurt;AM (C);33;€350K;Right-Footed;27 (1);2047;3;1.96;26;9;12%;0.1;0.1;0.0
18115016;Zeno Debast;Sporting CP;D (C);22;€30M - €45M;Right-Footed;6 (13);906;0;0.34;4;0;0%;0.0;0.0;0.2
92079338;Ridle Baku;RB Leipzig;WB (R);28;€24M - €36M;Right-Footed;18 (8);1602;0;0.36;4;0;0%;0.0;0.0;1.1
2000094252;Beraldo;Paris SG;D (C);22;€30M - €45M;Left-Footed;1 (11);340;0;0.75;3;0;0%;0.0;0.2;0.3
47064795;Eljif Elmas;Parthenope;M (L);26;€21M - €26M;Right-Footed;4 (4);349;1;1;11;5;9%;0.3;0.3;1.0
28010491;Danny Welbeck;Brighton;ST (C);35;€325K - €3.4M;Right-Footed;26 (7);1973;9;6.96;65;24;14%;0.4;0.3;0.9
19383257;Yan Couto;Borussia Dortmund;WB (R);23;€26M - €31M;Right-Footed;13 (3);964;0;0;0;0;0%;0.0;0.0;2.8
75042244;Taty Castellanos;West Ham;ST (C);27;€25M - €37M;Right-Footed;38;2630;7;8.05;67;27;10%;0.2;0.3;0.7
67190888;Aleix García;Bayer 04 Leverkusen;DM;28;€22M - €33M;Right-Footed;28 (16);2699;0;2.48;25;2;0%;0.0;0.1;0.2
67294886;Gabri Veiga;FC Porto;M (C);24;€37M - €56M;Right-Footed;48 (1);3877;12;10.96;81;34;15%;0.3;0.3;0.0
67277845;Borja Sainz;FC Porto;AM (L);25;€49M - €59M;Right-Footed;42 (10);3168;10;9.69;94;35;11%;0.3;0.3;3.4
67276375;Aimar;Atlético Pamplona;AM (C);24;€32M - €40M;Right-Footed;27;2207;4;3.22;36;14;11%;0.2;0.1;0.4
91143703;Marco Friedl;SV Werder Bremen;D (C);28;€8.8M - €11M;Left-Footed;34;2938;0;1;12;5;0%;0.0;0.0;0.3
28100045;Miro Muheim;Hamburger SV;D (L);28;€12M - €14.5M;Left-Footed;32;2722;0;0.16;2;0;0%;0.0;0.0;1.8
93065006;Gabriel Gudmundsson;Leeds;AM (L);27;€27M - €40M;Left-Footed Only;40;3462;0;1.16;9;1;0%;0.0;0.0;1.3
37046941;Hans Hateboer;OL;D (R);32;€0;Right-Footed;10 (10);1131;0;0.29;3;0;0%;0.0;0.0;0.7
2000058232;Chadi Riad;Crystal Palace;D (C);22;€32M - €47M;Left-Footed;2 (2);226;0;0.09;1;0;0%;0.0;0.0;0.0
98033057;Nico Elvedi;Borussia M'gladbach;D (C);29;€11M - €13M;Right-Footed;23 (1);2131;0;1.11;16;3;0%;0.0;0.0;0.0
25045644;Alex Král;1. FC Union Berlin;DM;28;€16K - €160K;Right-Footed;16 (15);1804;0;1.24;13;1;0%;0.0;0.1;0.2
58104594;Alexandr Golovin;AS Monaco;AM (C);30;€2.1M;Right-Footed;1 (15);330;0;0.33;6;2;0%;0.0;0.1;0.0
91147345;Robin Koch;Eintracht Frankfurt;D (C);29;€39M - €47M;Right-Footed;44;3791;2;1.45;9;3;22%;0.0;0.0;0.0
53004955;Ørjan Nyland;Sevilla;GK;35;€1K - €10K;Right-Footed;3 (1);359;0;0;0;0;0%;0.0;0.0;0.0
83228802;Fábio Silva;Borussia Dortmund;ST (C);23;€17.5M - €27M;Right-Footed;2 (26);1006;8;4.84;48;22;17%;0.7;0.4;1.0
13158416;Joseph Aidoo;Vigo;D (C);30;€550K - €5.4M;Right-Footed Only;10;891;0;0.17;5;1;0%;0.0;0.0;0.0
14048328;Juan Musso;A. Madrid;GK;32;€17M - €25M;Right-Footed Only;11;990;0;0;0;0;0%;0.0;0.0;0.0
27129146;Gustav Isaksen;Celesti;AM (R);25;€9.2M - €14M;Left-Footed;18 (4);1316;2;4.43;35;14;6%;0.1;0.3;3.8
24039427;Duje Ćaleta-Car;Real San Sebastián;D (C);29;€7.6M - €9.4M;Right-Footed;27 (1);2441;0;0.65;6;0;0%;0.0;0.0;0.0
2000126407;Raúl Asencio;R. Madrid;D (C);23;€1.1M - €5.6M;Right-Footed;13 (5);1388;0;0.61;8;1;0%;0.0;0.0;0.1
76037151;Yerry Mina;Cagliari;D (C);31;Not for Sale;Right-Footed;28;2212;0;1.01;7;1;0%;0.0;0.0;0.0
70087488;Enes Ünal;Bournemouth;ST (C);29;€26M;Right-Footed;0 (14);244;4;1.91;14;8;29%;1.5;0.7;0.0
43372892;Nicolò Rovella;Celesti;DM;24;€32M - €48M;Right-Footed;26 (4);2233;0;0.37;3;1;0%;0.0;0.0;0.1
2000101543;Roberto Fernández;Espanyol;ST (C);23;€36M - €44M;Right-Footed;39;3344;19;12.4;132;59;14%;0.5;0.3;0.6
2000163799;Nico Paz;Como;AM (C);21;€80M - €100M;Left-Footed;33;2564;12;7.1;76;31;16%;0.4;0.2;1.4
49037698;Amine Adli;Bournemouth;AM (L);26;€20M - €30M;Left-Footed;3 (18);516;1;1.96;18;8;6%;0.2;0.3;2.4
28095342;Angeliño;AS Roma;WB (L);29;€18.5M - €28M;Left-Footed Only;38 (3);3383;0;0.83;8;2;0%;0.0;0.0;2.4
2000164947;Riku Yamane;Ajax;DM;22;€29M - €36M;Right-Footed;3 (9);449;0;0.26;3;0;0%;0.0;0.1;0.2
96121228;Jakub Kamiński;1. FC Köln;AM (L);23;€1M - €9.6M;Right-Footed Only;32;2655;4;4.68;42;15;10%;0.1;0.2;3.2
19340940;Pepê;FC Porto;AM (R);29;€41M - €62M;Right-Footed;49 (1);4010;11;14.38;134;61;8%;0.2;0.3;3.6
2000019708;Hugo Larsson;Eintracht Frankfurt;DM;21;€46M - €68M;Right-Footed;19 (2);1649;1;1.44;14;5;7%;0.1;0.1;0.0
2000056415;Ilias Akhomach;Vallecano;AM (R);22;€58M - €72M;Left-Footed;5 (24);949;3;4.69;40;17;8%;0.3;0.4;3.8
2000158854;Tani Oluwaseyi;Villarreal;ST (C);26;€23M - €35M;Left-Footed;19 (10);1395;5;7.87;69;33;7%;0.3;0.5;1.3
28116305;Folarin Balogun;AS Monaco;ST (C);24;€19M - €23M;Right-Footed;38 (8);2915;12;9.79;91;50;13%;0.4;0.3;0.9
29175064;Ethan Ampadu;Leeds;DM;25;€32M - €48M;Right-Footed;40;3206;2;1.25;13;4;15%;0.1;0.0;0.1
91187682;Woo-Yeong Jeong;1. FC Union Berlin;AM (L);26;€7.4M - €11M;Right-Footed;37;3006;4;6.42;54;21;7%;0.1;0.2;2.5
79034187;Julio Enciso;Strasbourg;AM (C);22;€54M - €68M;Right-Footed;22;1418;2;3.69;41;19;5%;0.1;0.2;4.6
16337073;Samson Baidoo;RC Lens;D (C);22;€51M - €61M;Right-Footed;32;2795;4;2.28;19;6;21%;0.1;0.1;0.0
28106342;Kiernan Dewsbury-Hall;Everton;M (C);27;€29M - €43M;Left-Footed;9 (6);847;1;0.88;7;4;14%;0.1;0.1;0.0
24004434;Andrej Kramarić;TSG Hoffenheim;AM (C);34;€220K - €2.2M;Right-Footed;34;2694;8;4.82;52;21;15%;0.3;0.2;0.2
37048153;Donny van de Beek;Girona;M (C);29;€1.6M - €3.3M;Right-Footed;1 (1);95;0;0.1;2;0;0%;0.0;0.1;0.0
2000146883;Francesco Pio Esposito;Blu-neri;ST (C);20;€90M - €112M;Right-Footed;17 (27);1717;11;10.41;81;39;14%;0.6;0.5;0.5
28094949;Harry Wilson;Fulham;AM (C);29;€47M - €57M;Left-Footed;38;2695;4;4.67;47;12;9%;0.1;0.2;3.0
91207698;Jonas Urbig;FC Bayern München;GK;22;€26M - €39M;Right-Footed;13 (4);1434;0;0;0;0;0%;0.0;0.0;0.0
63029157;Dominik Greif;OL;GK;29;€7.6M - €9.2M;Right-Footed;37;3254;0;0;0;0;0%;0.0;0.0;0.0
16199713;Igor;Brighton;D (L);28;€16M;Left-Footed;2;171;0;0;0;0;0%;0.0;0.0;0.0
61042900;Ryan Christie;Bournemouth;DM;31;€9.8M - €15M;Left-Footed;11 (16);1089;0;1.63;14;6;0%;0.0;0.1;0.0
83176849;Merih Demiral;Bournemouth;D (C);28;€23M - €28M;Right-Footed;1 (3);128;0;0;0;0;0%;0.0;0.0;0.7
28049754;Ben Davies;Spurs;D (L);33;€700K - €9.6M;Left-Footed;18 (11);1848;0;0.42;6;2;0%;0.0;0.0;0.0
35018013;Kevin Trapp;Paris FC;GK;35;Not for Sale;Right-Footed Only;34;3060;0;0;0;0;0%;0.0;0.0;0.0
29193659;Jacob Ramsey;Newcastle;AM (L);25;€38M - €46M;Right-Footed;20 (34);2616;8;6.29;53;19;15%;0.3;0.2;1.3
16253898;Patrick Wimmer;VfL Wolfsburg;AM (R);25;€13M - €19.5M;Right-Footed;25;1594;2;3.59;20;8;10%;0.1;0.2;2.8
55041710;Gonçalo Guedes;Real San Sebastián;AM (L);29;€46M - €68M;Right-Footed;6 (1);441;2;2.13;18;3;11%;0.4;0.4;0.6
72052880;Tajon Buchanan;Villarreal;AM (R);27;€22M - €33M;Right-Footed;17 (16);1764;5;4.7;42;13;12%;0.3;0.2;4.1
57178516;Radu Drăguşin;Spurs;D (R);24;€16.5M - €23M;Right-Footed;3 (4);421;0;1.1;5;2;0%;0.0;0.2;0.0
36159445;Kostas Koulierakis;VfL Wolfsburg;D (C);22;€53M - €64M;Left-Footed Only;30;2645;2;1.68;10;7;20%;0.1;0.1;0.0
19158043;Emerson;Olympique de Marseille;D (L);31;€200K - €2M;Left-Footed;12 (19);1335;1;0.65;7;2;14%;0.1;0.0;3.6
29158244;Lloyd Kelly;Juventus;D (C);27;€13M - €19M;Left-Footed;18 (5);1786;0;0.8;9;2;0%;0.0;0.0;0.3
20048604;Ricardo Pepi;PSV;ST (C);23;€33M - €49M;Right-Footed;41 (1);3388;19;16.08;143;72;13%;0.5;0.4;0.7
67231100;Jorge De Frutos;Vallecano;AM (R);29;€36M - €55M;Right-Footed;51 (2);4201;11;12.78;125;45;9%;0.2;0.3;3.3
91170086;Jonathan Burkardt;Eintracht Frankfurt;ST (C);25;€28M - €42M;Right-Footed;34 (1);2788;11;9.05;83;38;13%;0.4;0.3;0.7
48044735;Amine Gouiri;Olympique de Marseille;AM (L);26;€33M - €41M;Right-Footed;29 (10);2561;15;11.88;120;57;13%;0.5;0.4;1.2
2000188173;Assan Ouédraogo;RB Leipzig;M (C);20;€108M - €129M;Right-Footed;32;2112;3;4.15;39;17;8%;0.1;0.2;0.1
28115831;James Garner;Everton;DM;25;€60M - €73M;Right-Footed;26 (1);2270;1;1.48;11;5;9%;0.0;0.1;0.0
27164470;Patrick Dorgu;Man Utd;WB (L);21;€42M - €60M;Left-Footed;8 (4);791;0;0.72;7;3;0%;0.0;0.1;2.0
